Time,x (km),y (km),z (km),vx (km/sec),vy (km/sec),vz (km/sec)
377 ,6600.846004,350.916673,891.953522,-0.899079,6.504587,4.074078
378 ,6599.940559,357.429057,896.03802,-0.90796,6.504111,4.072874
379 ,6599.026218,363.940961,900.121307,-0.916839,6.503627,4.071664
380 ,6598.102985,370.452376,904.203379,-0.925717,6.503134,4.070449
381 ,6597.17086,376.963293,908.284229,-0.934593,6.502632,4.069228
382 ,6596.229845,383.473704,912.363853,-0.943469,6.502121,4.068002
383 ,6595.27994,389.9836,916.442245,-0.952343,6.501601,4.066771
384 ,6594.321147,396.492972,920.519399,-0.961216,6.501073,4.065534
385 ,6593.353467,403.001811,924.59531,-0.970087,6.500536,4.064291
386 ,6592.376902,409.510108,928.669972,-0.978957,6.49999,4.063043
387 ,6591.391453,416.017856,932.743381,-0.987826,6.499436,4.061789
388 ,6590.397121,422.525044,936.815529,-0.996694,6.498873,4.06053
389 ,6589.393907,429.031665,940.886412,-1.00556,6.498301,4.059266
390 ,6588.381813,435.53771,944.956025,-1.014425,6.49772,4.057996
391 ,6587.360841,442.043169,949.024361,-1.023289,6.49713,4.05672
392 ,6586.330991,448.548034,953.091416,-1.032151,6.496532,4.05544
393 ,6585.292265,455.052296,957.157184,-1.041012,6.495925,4.054153
394 ,6584.244664,461.555946,961.221658,-1.049871,6.495309,4.052861
395 ,6583.18819,468.058977,965.284835,-1.058729,6.494685,4.051564
396 ,6582.122844,474.561378,969.346708,-1.067586,6.494051,4.050261
397 ,6581.048627,481.063142,973.407272,-1.076441,6.493409,4.048953
398 ,6579.965542,487.564259,977.466522,-1.085295,6.492759,4.047639
399 ,6578.873589,494.06472,981.524451,-1.094147,6.492099,4.04632
400 ,6577.77277,500.564518,985.581055,-1.102998,6.491431,4.044995
401 ,6576.663086,507.063642,989.636327,-1.111848,6.490754,4.043665
402 ,6575.544539,513.562086,993.690263,-1.120695,6.490068,4.042329
403 ,6574.417131,520.059838,997.742857,-1.129542,6.489374,4.040988
404 ,6573.280862,526.556892,1001.794104,-1.138387,6.488671,4.039641
405 ,6572.135735,533.053238,1005.843997,-1.14723,6.487959,4.038289
406 ,6570.981751,539.548867,1009.892533,-1.156072,6.487238,4.036932
407 ,6569.818911,546.043771,1013.939704,-1.164912,6.486509,4.035569
408 ,6568.647217,552.537941,1017.985506,-1.173751,6.48577,4.0342
409 ,6567.466671,559.031368,1022.029933,-1.182588,6.485023,4.032826
410 ,6566.277274,565.524043,1026.072979,-1.191424,6.484268,4.031447
411 ,6565.079027,572.015959,1030.11464,-1.200257,6.483504,4.030062
412 ,6563.871933,578.507105,1034.15491,-1.20909,6.48273,4.028672
413 ,6562.655993,584.997473,1038.193783,-1.217921,6.481949,4.027277
414 ,6561.431209,591.487055,1042.231254,-1.22675,6.481158,4.025875
415 ,6560.197582,597.975841,1046.267317,-1.235577,6.480359,4.024469
416 ,6558.955114,604.463823,1050.301968,-1.244403,6.479551,4.023057
417 ,6557.703806,610.950993,1054.335199,-1.253227,6.478734,4.02164
418 ,6556.443661,617.437341,1058.367007,-1.262049,6.477909,4.020217
419 ,6555.17468,623.922859,1062.397386,-1.27087,6.477074,4.018789
420 ,6553.896864,630.407538,1066.426329,-1.279689,6.476232,4.017355
421 ,6552.610215,636.891369,1070.453832,-1.288507,6.47538,4.015916
422 ,6551.314736,643.374344,1074.47989,-1.297322,6.47452,4.014471
423 ,6550.010428,649.856454,1078.504496,-1.306136,6.473651,4.013021
424 ,6548.697292,656.33769,1082.527646,-1.314948,6.472773,4.011566
425 ,6547.37533,662.818043,1086.549334,-1.323759,6.471886,4.010105
426 ,6546.044544,669.297505,1090.569554,-1.332567,6.470991,4.008639
427 ,6544.704936,675.776066,1094.588302,-1.341374,6.470087,4.007167
428 ,6543.356508,682.253719,1098.605571,-1.350179,6.469174,4.00569
429 ,6541.999262,688.730455,1102.621356,-1.358982,6.468253,4.004208
430 ,6540.633198,695.206264,1106.635652,-1.367784,6.467323,4.00272
431 ,6539.25832,701.681138,1110.648454,-1.376583,6.466384,4.001227
432 ,6537.874629,708.155068,1114.659755,-1.385381,6.465437,3.999728
433 ,6536.482126,714.628047,1118.669551,-1.394177,6.464481,3.998224
434 ,6535.080815,721.100063,1122.677836,-1.402971,6.463516,3.996714
435 ,6533.670695,727.571111,1126.684605,-1.411763,6.462542,3.995199
436 ,6532.251771,734.041179,1130.689852,-1.420553,6.46156,3.993679
437 ,6530.824042,740.51026,1134.693572,-1.429341,6.460569,3.992153
438 ,6529.387512,746.978346,1138.69576,-1.438128,6.459569,3.990622
439 ,6527.942182,753.445426,1142.696409,-1.446912,6.458561,3.989086
440 ,6526.488054,759.911493,1146.695516,-1.455695,6.457543,3.987544
441 ,6525.02513,766.376538,1150.693073,-1.464475,6.456518,3.985997
442 ,6523.553412,772.840553,1154.689076,-1.473254,6.455483,3.984444
443 ,6522.072902,779.303527,1158.68352,-1.482031,6.45444,3.982886
444 ,6520.583603,785.765454,1162.676399,-1.490805,6.453388,3.981323
445 ,6519.085515,792.226323,1166.667708,-1.499578,6.452327,3.979754
446 ,6517.578641,798.686127,1170.657441,-1.508349,6.451258,3.97818
447 ,6516.062983,805.144856,1174.645592,-1.517117,6.45018,3.9766
448 ,6514.538543,811.602503,1178.632158,-1.525884,6.449093,3.975015
449 ,6513.005323,818.059058,1182.617131,-1.534648,6.447998,3.973425
450 ,6511.463326,824.514512,1186.600507,-1.543411,6.446894,3.971829
451 ,6509.912552,830.968857,1190.582281,-1.552171,6.445781,3.970228
452 ,6508.353005,837.422084,1194.562446,-1.56093,6.44466,3.968622
453 ,6506.784686,843.874185,1198.540998,-1.569686,6.44353,3.96701
454 ,6505.207598,850.325151,1202.517931,-1.57844,6.442391,3.965393
455 ,6503.621742,856.774972,1206.49324,-1.587192,6.441244,3.963771
456 ,6502.027121,863.223641,1210.46692,-1.595942,6.440088,3.962143
457 ,6500.423737,869.671149,1214.438964,-1.60469,6.438923,3.96051
458 ,6498.811592,876.117487,1218.409369,-1.613435,6.437749,3.958871
459 ,6497.190688,882.562646,1222.378127,-1.622179,6.436567,3.957227
460 ,6495.561027,889.006618,1226.345235,-1.63092,6.435376,3.955578
461 ,6493.922612,895.449394,1230.310686,-1.639659,6.434177,3.953924
462 ,6492.275445,901.890965,1234.274476,-1.648396,6.432969,3.952264
463 ,6490.619527,908.331323,1238.236598,-1.657131,6.431752,3.950598
464 ,6488.954862,914.770459,1242.197049,-1.665863,6.430527,3.948928
465 ,6487.281451,921.208364,1246.155821,-1.674594,6.429292,3.947252
466 ,6485.599296,927.645029,1250.11291,-1.683322,6.42805,3.945571
467 ,6483.908401,934.080447,1254.068311,-1.692047,6.426798,3.943884
468 ,6482.208767,940.514608,1258.022018,-1.700771,6.425538,3.942192
469 ,6480.500396,946.947504,1261.974025,-1.709492,6.424269,3.940495
470 ,6478.783291,953.379125,1265.924329,-1.718211,6.422992,3.938792
471 ,6477.057453,959.809464,1269.872922,-1.726927,6.421706,3.937084
472 ,6475.322886,966.238511,1273.8198,-1.735642,6.420411,3.935371
473 ,6473.579592,972.666259,1277.764958,-1.744354,6.419108,3.933653
474 ,6471.827573,979.092697,1281.70839,-1.753063,6.417796,3.931929
475 ,6470.066831,985.517819,1285.650091,-1.76177,6.416475,3.9302
476 ,6468.297369,991.941614,1289.590055,-1.770475,6.415146,3.928465
477 ,6466.519189,998.364075,1293.528277,-1.779178,6.413808,3.926725
478 ,6464.732293,1004.785192,1297.464752,-1.787878,6.412461,3.92498
479 ,6462.936684,1011.204957,1301.399475,-1.796576,6.411106,3.92323
480 ,6461.132365,1017.623362,1305.33244,-1.805271,6.409742,3.921474
481 ,6459.319337,1024.040398,1309.263642,-1.813964,6.40837,3.919713
482 ,6457.497603,1030.456055,1313.193075,-1.822654,6.406989,3.917947
483 ,6455.667166,1036.870326,1317.120735,-1.831342,6.405599,3.916175
484 ,6453.828028,1043.283202,1321.046616,-1.840028,6.404201,3.914399
485 ,6451.980191,1049.694675,1324.970712,-1.848711,6.402794,3.912616
486 ,6450.123659,1056.104734,1328.893019,-1.857392,6.401378,3.910829
487 ,6448.258432,1062.513373,1332.813531,-1.86607,6.399954,3.909036
488 ,6446.384515,1068.920582,1336.732243,-1.874745,6.398521,3.907238
489 ,6444.501909,1075.326352,1340.649149,-1.883418,6.397079,3.905435
490 ,6442.610617,1081.730676,1344.564244,-1.892089,6.395629,3.903626
491 ,6440.710642,1088.133543,1348.477523,-1.900757,6.39417,3.901813
492 ,6438.801986,1094.534947,1352.388981,-1.909423,6.392703,3.899993
493 ,6436.884651,1100.934878,1356.298612,-1.918085,6.391227,3.898169
494 ,6434.958641,1107.333327,1360.206411,-1.926746,6.389743,3.896339
495 ,6433.023957,1113.730286,1364.112373,-1.935404,6.388249,3.894504
496 ,6431.080603,1120.125747,1368.016492,-1.944059,6.386748,3.892664
497 ,6429.128581,1126.5197,1371.918764,-1.952711,6.385237,3.890819
498 ,6427.167893,1132.912137,1375.819182,-1.961361,6.383718,3.888968
499 ,6425.198543,1139.30305,1379.717742,-1.970009,6.382191,3.887112
500 ,6423.220532,1145.692429,1383.614438,-1.978653,6.380655,3.885251
501 ,6421.233864,1152.080267,1387.509266,-1.987295,6.37911,3.883384
502 ,6419.238541,1158.466554,1391.402219,-1.995935,6.377556,3.881513
503 ,6417.234567,1164.851282,1395.293293,-2.004571,6.375994,3.879636
504 ,6415.221942,1171.234443,1399.182483,-2.013205,6.374424,3.877754
505 ,6413.200671,1177.616028,1403.069782,-2.021837,6.372845,3.875866
506 ,6411.170756,1183.996027,1406.955186,-2.030465,6.371257,3.873973
507 ,6409.1322,1190.374434,1410.83869,-2.039091,6.369661,3.872075
508 ,6407.085005,1196.751238,1414.720288,-2.047714,6.368056,3.870172
509 ,6405.029174,1203.126432,1418.599975,-2.056335,6.366442,3.868264
510 ,6402.96471,1209.500007,1422.477746,-2.064952,6.36482,3.86635
511 ,6400.891616,1215.871954,1426.353596,-2.073567,6.36319,3.864432
512 ,6398.809895,1222.242264,1430.227519,-2.082179,6.36155,3.862507
513 ,6396.719549,1228.61093,1434.09951,-2.090788,6.359903,3.860578
514 ,6394.62058,1234.977942,1437.969564,-2.099395,6.358246,3.858644
515 ,6392.512993,1241.343292,1441.837675,-2.107998,6.356581,3.856704
516 ,6390.39679,1247.706972,1445.703839,-2.116599,6.354908,3.854759
517 ,6388.271973,1254.068972,1449.568051,-2.125197,6.353226,3.852809
518 ,6386.138545,1260.429285,1453.430304,-2.133792,6.351535,3.850854
519 ,6383.99651,1266.787901,1457.290594,-2.142385,6.349836,3.848893
520 ,6381.84587,1273.144812,1461.148915,-2.150974,6.348129,3.846927
521 ,6379.686628,1279.50001,1465.005263,-2.15956,6.346412,3.844956
522 ,6377.518787,1285.853485,1468.859632,-2.168144,6.344688,3.84298
523 ,6375.34235,1292.20523,1472.712017,-2.176725,6.342954,3.840999
524 ,6373.157319,1298.555236,1476.562412,-2.185302,6.341212,3.839012
525 ,6370.963699,1304.903494,1480.410813,-2.193877,6.339462,3.837021
526 ,6368.761491,1311.249996,1484.257214,-2.202449,6.337703,3.835024
527 ,6366.550698,1317.594733,1488.101611,-2.211018,6.335935,3.833022
528 ,6364.331324,1323.937697,1491.943997,-2.219584,6.334159,3.831014
529 ,6362.103372,1330.278879,1495.784368,-2.228147,6.332375,3.829002
530 ,6359.866845,1336.61827,1499.622718,-2.236707,6.330582,3.826984
531 ,6357.621744,1342.955863,1503.459043,-2.245264,6.32878,3.824961
532 ,6355.368075,1349.291647,1507.293337,-2.253818,6.32697,3.822933
533 ,6353.105839,1355.625616,1511.125595,-2.262369,6.325151,3.8209
534 ,6350.835039,1361.95776,1514.955811,-2.270917,6.323324,3.818862
535 ,6348.55568,1368.288071,1518.783981,-2.279462,6.321488,3.816818
536 ,6346.267763,1374.61654,1522.6101,-2.288004,6.319644,3.81477
537 ,6343.971292,1380.943159,1526.434162,-2.296542,6.317791,3.812716
538 ,6341.666269,1387.26792,1530.256162,-2.305078,6.31593,3.810657
539 ,6339.352699,1393.590813,1534.076095,-2.31361,6.31406,3.808593
540 ,6337.030584,1399.91183,1537.893955,-2.32214,6.312182,3.806524
541 ,6334.699927,1406.230963,1541.709739,-2.330666,6.310295,3.804449
542 ,6332.360731,1412.548203,1545.523439,-2.339189,6.3084,3.80237
543 ,6330.013,1418.863542,1549.335052,-2.34771,6.306496,3.800285
544 ,6327.656736,1425.176971,1553.144572,-2.356226,6.304583,3.798195
545 ,6325.291943,1431.488482,1556.951994,-2.36474,6.302663,3.796101
546 ,6322.918625,1437.798066,1560.757313,-2.373251,6.300733,3.794
547 ,6320.536783,1444.105715,1564.560523,-2.381758,6.298796,3.791895
548 ,6318.146421,1450.41142,1568.361621,-2.390262,6.296849,3.789785
549 ,6315.747544,1456.715172,1572.160599,-2.398763,6.294894,3.78767
550 ,6313.340153,1463.016964,1575.957454,-2.407261,6.292931,3.785549
551 ,6310.924252,1469.316786,1579.75218,-2.415756,6.29096,3.783423
552 ,6308.499844,1475.61463,1583.544771,-2.424247,6.288979,3.781292
553 ,6306.066932,1481.910489,1587.335224,-2.432735,6.286991,3.779157
554 ,6303.625521,1488.204352,1591.123533,-2.44122,6.284993,3.777016
555 ,6301.175612,1494.496212,1594.909692,-2.449701,6.282988,3.774869
556 ,6298.71721,1500.786061,1598.693696,-2.45818,6.280974,3.772718
557 ,6296.250318,1507.073889,1602.475541,-2.466654,6.278951,3.770562
558 ,6293.774938,1513.359688,1606.255222,-2.475126,6.27692,3.7684
559 ,6291.291075,1519.643451,1610.032732,-2.483594,6.274881,3.766234
560 ,6288.798731,1525.925168,1613.808068,-2.492059,6.272833,3.764062
561 ,6286.297911,1532.20483,1617.581223,-2.500521,6.270777,3.761886
562 ,6283.788616,1538.482431,1621.352194,-2.508979,6.268712,3.759704
563 ,6281.270851,1544.75796,1625.120974,-2.517434,6.266638,3.757517
564 ,6278.74462,1551.031409,1628.887559,-2.525885,6.264557,3.755325
565 ,6276.209924,1557.302771,1632.651943,-2.534334,6.262467,3.753128
566 ,6273.666769,1563.572037,1636.414122,-2.542778,6.260368,3.750926
567 ,6271.115157,1569.839197,1640.174091,-2.55122,6.258261,3.748719
568 ,6268.555091,1576.104245,1643.931843,-2.559657,6.256145,3.746507
569 ,6265.986576,1582.36717,1647.687375,-2.568092,6.254022,3.744289
570 ,6263.409614,1588.627966,1651.440681,-2.576523,6.251889,3.742067
571 ,6260.82421,1594.886623,1655.191756,-2.58495,6.249749,3.73984
572 ,6258.230366,1601.143133,1658.940596,-2.593374,6.247599,3.737607
573 ,6255.628085,1607.397487,1662.687194,-2.601795,6.245442,3.73537
574 ,6253.017373,1613.649678,1666.431546,-2.610212,6.243276,3.733127
575 ,6250.398231,1619.899696,1670.173647,-2.618625,6.241101,3.730879
576 ,6247.770664,1626.147534,1673.913491,-2.627036,6.238919,3.728627
577 ,6245.134675,1632.393182,1677.651074,-2.635442,6.236727,3.726369
578 ,6242.490267,1638.636633,1681.386391,-2.643845,6.234528,3.724106
579 ,6239.837445,1644.877878,1685.119437,-2.652244,6.23232,3.721838
580 ,6237.176211,1651.116908,1688.850206,-2.66064,6.230103,3.719566
581 ,6234.506569,1657.353716,1692.578694,-2.669033,6.227878,3.717288
582 ,6231.828524,1663.588293,1696.304895,-2.677421,6.225645,3.715005
583 ,6229.142078,1669.82063,1700.028805,-2.685806,6.223403,3.712717
584 ,6226.447234,1676.050719,1703.750418,-2.694188,6.221153,3.710424
585 ,6223.743998,1682.278551,1707.469729,-2.702566,6.218895,3.708126
586 ,6221.032372,1688.504119,1711.186734,-2.71094,6.216628,3.705823
587 ,6218.31236,1694.727414,1714.901427,-2.719311,6.214353,3.703515
588 ,6215.583965,1700.948427,1718.613803,-2.727678,6.21207,3.701202
589 ,6212.847192,1707.16715,1722.323857,-2.736041,6.209778,3.698884
590 ,6210.102043,1713.383575,1726.031585,-2.744401,6.207477,3.696561
591 ,6207.348523,1719.597693,1729.736981,-2.752757,6.205169,3.694233
592 ,6204.586636,1725.809496,1733.440041,-2.761109,6.202852,3.6919
593 ,6201.816384,1732.018976,1737.140758,-2.769457,6.200526,3.689563
594 ,6199.037773,1738.226123,1740.839129,-2.777802,6.198193,3.68722
595 ,6196.250805,1744.430931,1744.535148,-2.786143,6.195851,3.684872
596 ,6193.455484,1750.63339,1748.22881,-2.794481,6.1935,3.682519
597 ,6190.651814,1756.833492,1751.920111,-2.802814,6.191142,3.680161
598 ,6187.839798,1763.031229,1755.609044,-2.811144,6.188774,3.677798
599 ,6185.019442,1769.226592,1759.295606,-2.81947,6.186399,3.67543
600 ,6182.190747,1775.419574,1762.979792,-2.827792,6.184015,3.673057
601 ,6179.353719,1781.610165,1766.661595,-2.836111,6.181623,3.67068
602 ,6176.50836,1787.798357,1770.341012,-2.844425,6.179223,3.668297
603 ,6173.654676,1793.984142,1774.018037,-2.852736,6.176814,3.665909
604 ,6170.792669,1800.167512,1777.692666,-2.861043,6.174397,3.663517
605 ,6167.922343,1806.348458,1781.364892,-2.869346,6.171971,3.661119
606 ,6165.043703,1812.526973,1785.034713,-2.877646,6.169538,3.658716
607 ,6162.156751,1818.703047,1788.702122,-2.885941,6.167096,3.656309
608 ,6159.261493,1824.876672,1792.367114,-2.894233,6.164645,3.653896
609 ,6156.357932,1831.047841,1796.029685,-2.90252,6.162186,3.651479
610 ,6153.446071,1837.216544,1799.689829,-2.910804,6.159719,3.649057
611 ,6150.525916,1843.382773,1803.347542,-2.919084,6.157244,3.646629
612 ,6147.597469,1849.546521,1807.002819,-2.92736,6.154761,3.644197
613 ,6144.660734,1855.707778,1810.655655,-2.935632,6.152269,3.64176
614 ,6141.715716,1861.866537,1814.306044,-2.9439,6.149769,3.639318
615 ,6138.762418,1868.022789,1817.953982,-2.952164,6.14726,3.636871
616 ,6135.800845,1874.176526,1821.599465,-2.960424,6.144743,3.634419
617 ,6132.831,1880.32774,1825.242486,-2.968681,6.142218,3.631963
618 ,6129.852888,1886.476421,1828.883041,-2.976933,6.139685,3.629501
619 ,6126.866512,1892.622563,1832.521126,-2.985181,6.137143,3.627034
620 ,6123.871877,1898.766157,1836.156735,-2.993425,6.134594,3.624563
621 ,6120.868986,1904.907194,1839.789863,-3.001665,6.132035,3.622086
622 ,6117.857843,1911.045666,1843.420505,-3.009901,6.129469,3.619605
623 ,6114.838453,1917.181565,1847.048657,-3.018134,6.126894,3.617119
624 ,6111.81082,1923.314882,1850.674314,-3.026362,6.124311,3.614628
625 ,6108.774947,1929.44561,1854.29747,-3.034586,6.12172,3.612132
626 ,6105.730839,1935.57374,1857.918121,-3.042805,6.119121,3.609631
627 ,6102.6785,1941.699264,1861.536262,-3.051021,6.116513,3.607125
628 ,6099.617933,1947.822174,1865.151889,-3.059233,6.113897,3.604614
629 ,6096.549144,1953.94246,1868.764995,-3.067441,6.111273,3.602099
630 ,6093.472136,1960.060116,1872.375576,-3.075644,6.108641,3.599578
631 ,6090.386913,1966.175133,1875.983628,-3.083843,6.106,3.597053
632 ,6087.29348,1972.287502,1879.589145,-3.092039,6.103351,3.594523
633 ,6084.19184,1978.397216,1883.192123,-3.10023,6.100694,3.591988
634 ,6081.081998,1984.504265,1886.792557,-3.108416,6.098029,3.589448
635 ,6077.963958,1990.608643,1890.390441,-3.116599,6.095355,3.586904
636 ,6074.837723,1996.71034,1893.985772,-3.124778,6.092674,3.584354
637 ,6071.7033,2002.809349,1897.578543,-3.132952,6.089984,3.5818
638 ,6068.560691,2008.90566,1901.168751,-3.141122,6.087285,3.57924
639 ,6065.4099,2014.999267,1904.756391,-3.149288,6.084579,3.576676
640 ,6062.250933,2021.090161,1908.341456,-3.15745,6.081865,3.574107
641 ,6059.083792,2027.178333,1911.923944,-3.165607,6.079142,3.571534
642 ,6055.908484,2033.263775,1915.503848,-3.17376,6.076411,3.568955
643 ,6052.725011,2039.34648,1919.081165,-3.181909,6.073672,3.566372
644 ,6049.533378,2045.426438,1922.655889,-3.190054,6.070924,3.563784
645 ,6046.333589,2051.503643,1926.228015,-3.198194,6.068169,3.56119
646 ,6043.125649,2057.578084,1929.797538,-3.20633,6.065405,3.558593
647 ,6039.909562,2063.649755,1933.364454,-3.214462,6.062633,3.55599
648 ,6036.685332,2069.718648,1936.928759,-3.222589,6.059853,3.553382
649 ,6033.452964,2075.784753,1940.490446,-3.230712,6.057065,3.55077
650 ,6030.212462,2081.848063,1944.049511,-3.238831,6.054268,3.548153
651 ,6026.963829,2087.90857,1947.60595,-3.246945,6.051464,3.545531
652 ,6023.707072,2093.966265,1951.159757,-3.255055,6.048651,3.542904
653 ,6020.442194,2100.021141,1954.710929,-3.263161,6.04583,3.540273
654 ,6017.169199,2106.073189,1958.259459,-3.271262,6.043001,3.537637
655 ,6013.888091,2112.1224,1961.805343,-3.279359,6.040164,3.534996
656 ,6010.598876,2118.168768,1965.348577,-3.287452,6.037319,3.53235
657 ,6007.301558,2124.212283,1968.889156,-3.29554,6.034465,3.529699
658 ,6003.996141,2130.252938,1972.427074,-3.303623,6.031604,3.527044
659 ,6000.682629,2136.290724,1975.962327,-3.311703,6.028734,3.524384
660 ,5997.361027,2142.325634,1979.494911,-3.319777,6.025856,3.521719
661 ,5994.03134,2148.357658,1983.02482,-3.327848,6.02297,3.519049
662 ,5990.693571,2154.38679,1986.55205,-3.335913,6.020076,3.516375
663 ,5987.347726,2160.41302,1990.076595,-3.343975,6.017174,3.513695
664 ,5983.993809,2166.436341,1993.598452,-3.352031,6.014264,3.511012
665 ,5980.631824,2172.456745,1997.117616,-3.360084,6.011345,3.508323
666 ,5977.261776,2178.474223,2000.634081,-3.368132,6.008419,3.505629
667 ,5973.88367,2184.488767,2004.147842,-3.376175,6.005484,3.502931
